ID,Session_timestamp,Level_timestamp,Event_type,Event,Details,epoch_time,Ruleset,win_or_quit,goals,impasses,time_offset
211,0:30:9:933,0:7:10:083,change,update,baba:5:2:2,1652481770933.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:9:933,0:7:10:083,input,left,,1652481770933.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:10:383,0:7:10:533,change,update,baba:5:2:3,1652481771383.0,"['wall is stop ', 'baba is you ']",,goal_0,,450
211,0:30:10:383,0:7:10:533,change,update,baba:11:4:3,1652481771383.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:10:383,0:7:10:533,change,update,baba:5:3:3,1652481771383.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:10:383,0:7:10:533,change,update,baba:11:5:3,1652481771383.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:10:383,0:7:10:533,input,down,,1652481771383.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:10:883,0:7:11:033,change,update,baba:5:3:1,1652481771883.0,"['wall is stop ', 'baba is you ']",,goal_0,,500
211,0:30:10:883,0:7:11:033,change,update,baba:11:5:1,1652481771883.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:10:883,0:7:11:033,change,update,baba:5:2:1,1652481771883.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:10:883,0:7:11:033,change,update,baba:11:4:1,1652481771883.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:10:883,0:7:11:033,input,up,,1652481771883.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:11:050,0:7:11:200,change,update,baba:5:1:1,1652481772050.0,"['wall is stop ', 'baba is you ']",,goal_0,,167
211,0:30:11:050,0:7:11:200,input,up,,1652481772050.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:30:11:216,0:7:11:366,input,up,,1652481772216.0,"['wall is stop ', 'baba is you ']",,goal_0,,166
211,0:30:11:366,0:7:11:516,change,update,baba:5:1:2,1652481772366.0,"['wall is stop ', 'baba is you ']",,goal_0,,150
211,0:30:11:366,0:7:11:516,change,update,baba:11:4:2,1652481772366.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
